text,label
That was utterly revolting. #488929,disgust
I'm terrified of what might happen. #852357,fear
This is so gross I can't handle it. #860562,disgust
That totally caught me off guard. #74789,surprise
Nothing seems to matter anymore. #167899,sadness
How could they do this to me? #463560,anger
It's incredibly disturbing. #940264,disgust
Life is beautiful and I'm enjoying every moment. #935235,joy
I'm so scared right now. #622394,fear
What a pleasant surprise! #775452,surprise
Life is beautiful and I'm enjoying every moment. #110778,joy
I'm disgusted by what I saw. #708374,disgust
I feel sick just thinking about it. #369524,disgust
I'm disgusted by what I saw. #236455,disgust
I feel sick just thinking about it. #527710,disgust
I can't believe this happened! #593933,anger
This makes my blood boil. #78584,anger
Life is beautiful and I'm enjoying every moment. #511020,joy
I can't sleep because of the fear. #847549,fear
I can't sleep because of the fear. #852914,fear
That totally caught me off guard. #131477,surprise
I feel sick just thinking about it. #636320,disgust
This is so gross I can't handle it. #564278,disgust
I can't sleep because of the fear. #488220,fear
My heart aches with sorrow. #233609,sadness
I did not see that coming! #976695,surprise
Every little sound makes me jump. #679734,fear
This is absolutely infuriating! #97554,anger
This is absolutely infuriating! #40436,anger
Tears keep falling from my eyes. #837611,sadness
It's incredibly disturbing. #530649,disgust
I'm so thrilled about the news. #36983,joy
I can't stop smiling. #451415,joy
"Unbelievable, but true! #554074",surprise
I'm so thrilled about the news. #320441,joy
What a pleasant surprise! #532103,surprise
This gives me chills down my spine. #783972,fear
Every little sound makes me jump. #617381,fear
This is absolutely infuriating! #542905,anger
I can't sleep because of the fear. #461837,fear
This is the best day of my life. #934609,joy
I can't sleep because of the fear. #886934,fear
It's incredibly disturbing. #677976,disgust
I can't sleep because of the fear. #976659,fear
I miss the good times we had. #934920,sadness
I can't stop smiling. #176942,joy
I miss the good times we had. #576948,sadness
I'm bursting with happiness! #820852,joy
That totally caught me off guard. #782708,surprise
That was utterly revolting. #97475,disgust
That was utterly revolting. #137505,disgust
I can't stop smiling. #884235,joy
Nothing seems to matter anymore. #773912,sadness
I did not see that coming! #122356,surprise
That totally caught me off guard. #500446,surprise
I miss the good times we had. #105202,sadness
I'm disgusted by what I saw. #438944,disgust
I did not see that coming! #217539,surprise
Tears keep falling from my eyes. #334665,sadness
I'm bursting with happiness! #76373,joy
How could they do this to me? #625214,anger
I'm bursting with happiness! #744159,joy
This gives me chills down my spine. #389368,fear
This is the best day of my life. #104703,joy
That totally caught me off guard. #486813,surprise
This is absolutely infuriating! #763535,anger
I can't sleep because of the fear. #182990,fear
What a pleasant surprise! #598432,surprise
This is so gross I can't handle it. #897443,disgust
I can't stop smiling. #968020,joy
I'm bursting with happiness! #570817,joy
I'm so scared right now. #808052,fear
Life is beautiful and I'm enjoying every moment. #623025,joy
I miss the good times we had. #538271,sadness
I feel sick just thinking about it. #361682,disgust
I'm so furious about the situation. #329836,anger
"Unbelievable, but true! #743881",surprise
This is absolutely infuriating! #662835,anger
My heart aches with sorrow. #884261,sadness
Life is beautiful and I'm enjoying every moment. #330273,joy
I can't stop smiling. #598891,joy
I'm so furious about the situation. #989281,anger
"Unbelievable, but true! #719719",surprise
This is the best day of my life. #720424,joy
I'm so scared right now. #926152,fear
Tears keep falling from my eyes. #869041,sadness
I'm so thrilled about the news. #507304,joy
This is so gross I can't handle it. #147383,disgust
It's incredibly disturbing. #832245,disgust
I feel empty inside. #473656,sadness
Tears keep falling from my eyes. #711956,sadness
That totally caught me off guard. #34103,surprise
I did not see that coming! #880065,surprise
I'm disgusted by what I saw. #35709,disgust
Every little sound makes me jump. #94012,fear
This gives me chills down my spine. #350879,fear
I'm terrified of what might happen. #222047,fear
I'm so scared right now. #282410,fear
How could they do this to me? #462392,anger
Tears keep falling from my eyes. #279164,sadness
I’m shocked and amazed! #157506,surprise
I feel empty inside. #316689,sadness
This makes my blood boil. #167781,anger
This makes my blood boil. #673107,anger
This gives me chills down my spine. #953342,fear
I'm so thrilled about the news. #263348,joy
Life is beautiful and I'm enjoying every moment. #70520,joy
How could they do this to me? #321239,anger
Tears keep falling from my eyes. #914165,sadness
I'm so furious about the situation. #926759,anger
"Unbelievable, but true! #127374",surprise
This is so gross I can't handle it. #961748,disgust
I miss the good times we had. #53133,sadness
How could they do this to me? #417510,anger
I did not see that coming! #902953,surprise
I can't sleep because of the fear. #637218,fear
How could they do this to me? #222864,anger
Life is beautiful and I'm enjoying every moment. #384466,joy
I’m shocked and amazed! #306565,surprise
Tears keep falling from my eyes. #402408,sadness
I'm so scared right now. #846869,fear
I can't stop smiling. #555972,joy
This is the best day of my life. #598336,joy
That was utterly revolting. #979507,disgust
This is absolutely infuriating! #887218,anger
I can't sleep because of the fear. #366003,fear
This is absolutely infuriating! #41891,anger
I feel empty inside. #128663,sadness
I'm disgusted by what I saw. #970333,disgust
Nothing seems to matter anymore. #799842,sadness
I can't sleep because of the fear. #681185,fear
I can't sleep because of the fear. #727912,fear
How could they do this to me? #258744,anger
This gives me chills down my spine. #686607,fear
I'm so furious about the situation. #961031,anger
I can't believe this happened! #773857,anger
I'm so scared right now. #833684,fear
This is absolutely infuriating! #286477,anger
Tears keep falling from my eyes. #252029,sadness
I'm so scared right now. #341534,fear
This makes my blood boil. #397105,anger
I did not see that coming! #226462,surprise
Tears keep falling from my eyes. #631061,sadness
I did not see that coming! #808552,surprise
I’m shocked and amazed! #619614,surprise
It's incredibly disturbing. #577572,disgust
This gives me chills down my spine. #63301,fear
I'm so furious about the situation. #562539,anger
That totally caught me off guard. #956137,surprise
Tears keep falling from my eyes. #572897,sadness
I'm so scared right now. #407504,fear
This is absolutely infuriating! #176833,anger
I feel empty inside. #712031,sadness
Nothing seems to matter anymore. #231569,sadness
It's incredibly disturbing. #199520,disgust
How could they do this to me? #880755,anger
I can't sleep because of the fear. #319856,fear
This is so gross I can't handle it. #38402,disgust
I'm so scared right now. #473324,fear
What a pleasant surprise! #846702,surprise
I'm disgusted by what I saw. #600920,disgust
How could they do this to me? #473911,anger
I miss the good times we had. #788312,sadness
That totally caught me off guard. #708236,surprise
I feel sick just thinking about it. #909556,disgust
I'm so scared right now. #867634,fear
It's incredibly disturbing. #225051,disgust
What a pleasant surprise! #867864,surprise
I'm so scared right now. #925442,fear
I'm so furious about the situation. #8488,anger
I can't believe this happened! #55619,anger
Nothing seems to matter anymore. #230234,sadness
"Unbelievable, but true! #854776",surprise
This gives me chills down my spine. #942177,fear
I can't stop smiling. #831221,joy
That totally caught me off guard. #490289,surprise
I'm so furious about the situation. #674521,anger
I feel empty inside. #690655,sadness
Life is beautiful and I'm enjoying every moment. #126975,joy
This is absolutely infuriating! #990433,anger
I'm terrified of what might happen. #411005,fear
I'm so furious about the situation. #264183,anger
That was utterly revolting. #458274,disgust
I miss the good times we had. #481756,sadness
I'm so thrilled about the news. #94982,joy
This makes my blood boil. #731535,anger
I'm disgusted by what I saw. #68223,disgust
Life is beautiful and I'm enjoying every moment. #104522,joy
How could they do this to me? #863285,anger
That was utterly revolting. #606776,disgust
I miss the good times we had. #135600,sadness
This makes my blood boil. #770689,anger
"Unbelievable, but true! #86575",surprise
This gives me chills down my spine. #870108,fear
It's incredibly disturbing. #75628,disgust
I'm disgusted by what I saw. #71001,disgust
I can't stop smiling. #813511,joy
This makes my blood boil. #384519,anger
This gives me chills down my spine. #806222,fear
I'm bursting with happiness! #521984,joy
I miss the good times we had. #682332,sadness
This is absolutely infuriating! #45122,anger
Nothing seems to matter anymore. #446243,sadness
I'm so thrilled about the news. #678028,joy
That totally caught me off guard. #637493,surprise
This makes my blood boil. #167850,anger
Life is beautiful and I'm enjoying every moment. #609772,joy
Life is beautiful and I'm enjoying every moment. #996468,joy
I can't sleep because of the fear. #546839,fear
How could they do this to me? #282425,anger
I miss the good times we had. #113680,sadness
I'm so scared right now. #918585,fear
I can't believe this happened! #181184,anger
I miss the good times we had. #260934,sadness
This is absolutely infuriating! #925219,anger
"Unbelievable, but true! #19751",surprise
I'm so scared right now. #145534,fear
I feel empty inside. #976059,sadness
I miss the good times we had. #503591,sadness
That totally caught me off guard. #111559,surprise
Tears keep falling from my eyes. #941944,sadness
